SRA,BioProject,Strain,Genotype,Experiment,Condition,Post_induction,Replicates,P_aas,P_tesA,P_rpaA,P_kaiBC,P_rpaA_D53E,P_OX_plasmid,P_Subjective_dawn,P_Subjective_dusk,P_N (mg/L),P_np_kaiBC,P_p0050_kaiBC,P_rel,P_relA,P_relA_E335Q,P_Light (umol photons m-2 s-1),P_sigF,P_rpoD2,P_rpoD6,P_rpoD5,P_pAM2991-xylEAB,P_pAM2991-galP,P_pilB::Tn5,P_BG-11,P_CM,P_Biofilm,Project_tag,SRA_study_id,Ref_condition,Experiment_type,Project_replicates,Single_paired,RNASeq_samples_n,Data_loc,Data_link,Paper,Culture,Growth_Phase,Media,CO2 (%),Light (uE*m-2*sec-1),Temp (°C),Agitation (rpm),OD,pH,Notes,Time_delta,Condition_pi,Passed_Min_Reads,Passed_Global_Corr,passed_replicate_corr,passed_timeseries_corr,Overall_pass
SRR6202565,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relA+,RNA-seq,rel-_relA+_dark,1h,2,1,0,1,1,0,0,0,1,0.16,1,0,0,1,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 01:00:00,rel-_relA+_dark_1h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202566,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relA+,RNA-seq,rel-_relA+_dark,2h,2,1,0,1,1,0,0,0,1,0.16,1,0,0,1,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 02:00:00,rel-_relA+_dark_2h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202567,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relA+,RNA-seq,rel-_relA+_dark,4h,2,1,0,1,1,0,0,0,1,0.16,1,0,0,1,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 04:00:00,rel-_relA+_dark_4h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202568,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relA+,RNA-seq,rel-_relA+_dark,8h,2,1,0,1,1,0,0,0,1,0.16,1,0,0,1,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 08:00:00,rel-_relA+_dark_8h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202569,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relA+,RNA-seq,rel-_relA+_dark,12h,2,1,0,1,1,0,0,0,1,0.16,1,0,0,1,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 12:00:00,rel-_relA+_dark_12h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202571,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relAE335Q,RNA-seq,rel-_relAE335Q_dark,5m,2,1,0,1,1,0,0,0,1,0.16,1,0,0,0,1,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:05:00,rel-_relAE335Q_dark_5m,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202572,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relAE335Q,RNA-seq,rel-_relAE335Q_dark,15m,2,1,0,1,1,0,0,0,1,0.16,1,0,0,0,1,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:15:00,rel-_relAE335Q_dark_15m,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202573,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relAE335Q,RNA-seq,rel-_relAE335Q_dark,30m,2,1,0,1,1,0,0,0,1,0.16,1,0,0,0,1,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:30:00,rel-_relAE335Q_dark_30m,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202574,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relAE335Q,RNA-seq,rel-_relAE335Q_dark,1h,2,1,0,1,1,0,0,0,1,0.16,1,0,0,0,1,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 01:00:00,rel-_relAE335Q_dark_1h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202575,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relAE335Q,RNA-seq,rel-_relAE335Q_dark,2h,2,1,0,1,1,0,0,0,1,0.16,1,0,0,0,1,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 02:00:00,rel-_relAE335Q_dark_2h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202576,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relAE335Q,RNA-seq,rel-_relAE335Q_dark,4h,2,1,0,1,1,0,0,0,1,0.16,1,0,0,0,1,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 04:00:00,rel-_relAE335Q_dark_4h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202577,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relAE335Q,RNA-seq,rel-_relAE335Q_dark,8h,2,1,0,1,1,0,0,0,1,0.16,1,0,0,0,1,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 08:00:00,rel-_relAE335Q_dark_8h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202578,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relAE335Q,RNA-seq,rel-_relAE335Q_dark,12h,2,1,0,1,1,0,0,0,1,0.16,1,0,0,0,1,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 12:00:00,rel-_relAE335Q_dark_12h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6021718,PRJNA403840,Synechococcus elongatus PCC 7942 = FACHB-805,wt relA+,RNA-seq,wt_relA+,0m,,1,0,1,1,0,0,0,1,0.16,1,0,1,1,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117169,wt_dawn_0m,Genetic_characterization,FALSE,S,6,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117169&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:00:00,wt_relA+_0m,TRUE,TRUE,FALSE,TRUE,TRUE
SRR6021719,PRJNA403840,Synechococcus elongatus PCC 7942 = FACHB-805,wt relA+,RNA-seq,wt_relA+,30m,,1,0,1,1,0,0,0,1,0.16,1,0,1,1,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117169,wt_dawn_0m,Genetic_characterization,FALSE,S,6,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117169&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:30:00,wt_relA+_30m,TRUE,TRUE,FALSE,TRUE,TRUE
SRR6021720,PRJNA403840,Synechococcus elongatus PCC 7942 = FACHB-805,wt relA+,RNA-seq,wt_relA+,1h,,1,0,1,1,0,0,0,1,0.16,1,0,1,1,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117169,wt_dawn_0m,Genetic_characterization,FALSE,S,6,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117169&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 01:00:00,wt_relA+_1h,TRUE,TRUE,FALSE,TRUE,TRUE
SRR6021721,PRJNA403840,Synechococcus elongatus PCC 7942 = FACHB-805,wt relAE335Q,RNA-seq,wt_relAE335Q ,0m,,1,0,1,1,0,0,0,1,0.16,1,0,1,0,1,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117169,wt_dawn_0m,Genetic_characterization,FALSE,S,6,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117169&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:00:00,wt_relAE335Q _0m,TRUE,TRUE,FALSE,TRUE,TRUE
SRR6021722,PRJNA403840,Synechococcus elongatus PCC 7942 = FACHB-805,wt relAE335Q,RNA-seq,wt_relAE335Q ,30m,,1,0,1,1,0,0,0,1,0.16,1,0,1,0,1,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117169,wt_dawn_0m,Genetic_characterization,FALSE,S,6,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117169&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:30:00,wt_relAE335Q _30m,TRUE,TRUE,FALSE,TRUE,TRUE
SRR6021723,PRJNA403840,Synechococcus elongatus PCC 7942 = FACHB-805,wt relAE335Q,RNA-seq,wt_relAE335Q ,1h,,1,0,1,1,0,0,0,1,0.16,1,0,1,0,1,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117169,wt_dawn_0m,Genetic_characterization,FALSE,S,6,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117169&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 01:00:00,wt_relAE335Q _1h,TRUE,TRUE,FALSE,TRUE,TRUE
SRR6069377,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_lowlight_dawn,0.5h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 00:30:00,wt_lowlight_dawn_0.5h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069378,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_lowlight_dawn,0.5h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 00:30:00,wt_lowlight_dawn_0.5h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069379,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_lowlight_dawn,2h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 02:00:00,wt_lowlight_dawn_2h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069380,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_lowlight_dawn,2h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 02:00:00,wt_lowlight_dawn_2h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069381,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_lowlight_dawn,4h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 04:00:00,wt_lowlight_dawn_4h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069382,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_lowlight_dawn,4h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 04:00:00,wt_lowlight_dawn_4h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069383,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_lowlight_dawn,6h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 06:00:00,wt_lowlight_dawn_6h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069384,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_lowlight_dawn,6h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 06:00:00,wt_lowlight_dawn_6h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069385,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_lowlight_dawn,8h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 08:00:00,wt_lowlight_dawn_8h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069386,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_lowlight_dawn,8h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 08:00:00,wt_lowlight_dawn_8h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069387,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_lowlight_dawn,9h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 09:00:00,wt_lowlight_dawn_9h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069388,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_lowlight_dawn,9h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 09:00:00,wt_lowlight_dawn_9h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069389,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_lowlight_dawn,10h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 10:00:00,wt_lowlight_dawn_10h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069390,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_lowlight_dawn,10h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 10:00:00,wt_lowlight_dawn_10h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069391,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_lowlight_dawn,12h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 12:00:00,wt_lowlight_dawn_12h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069392,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_lowlight_dawn,12h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 12:00:00,wt_lowlight_dawn_12h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069393,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,0.5h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 00:30:00,wt_clearday_dawn_0.5h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069394,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,0.5h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 00:30:00,wt_clearday_dawn_0.5h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069395,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,2h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,300,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 02:00:00,wt_clearday_dawn_2h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069396,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,2h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,300,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 02:00:00,wt_clearday_dawn_2h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069397,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,4h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,500,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 04:00:00,wt_clearday_dawn_4h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069398,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,4h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,500,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 04:00:00,wt_clearday_dawn_4h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069399,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,6h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,600,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 06:00:00,wt_clearday_dawn_6h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069400,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,6h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,600,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 06:00:00,wt_clearday_dawn_6h,TRUE,TRUE,TRUE,FALSE,TRUE
