,gene_weight,product_accession,locus_tag_old,GeneID,start,end,strand,COG,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,P2TF_description,DeepTF_prediction,ENTRAF_hmm_name,iTAK_Detail,module
H6G84_RS08440,0.0432862074407374,WP_011242559.1,Synpcc7942_1308,trpS,98653.0,99666.0,-,J,"GO:0000166,GO:0003674,GO:0003824,GO:0004812,GO:0004830,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006436,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0017076,GO:0019538,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576",6.1.1.2,ko:K01867,"ko00970,map00970","M00359,M00360",R03664,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016",-,-,-,tRNA-synt_1b,,0.0,,,53
H6G84_RS08590,0.0533503865050585,WP_011242588.1,Synpcc7942_1278,rpmI,132960.0,133160.0,+,J,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02916,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L35p,,0.0,,,53
H6G84_RS08595,0.0511309091247174,WP_011242589.1,Synpcc7942_1277,rplT,133205.0,133555.0,+,J,"GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02887,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L20,,0.0,,,53
H6G84_RS08665,0.0629499999629783,WP_011377943.1,Synpcc7942_1263,,146894.0,148018.0,+,L,"GO:0001510,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016423,GO:0016740,GO:0016741,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0140098,GO:0140101,GO:1901360,GO:1901363",-,ko:K07444,-,-,-,-,"ko00000,ko01000",-,-,-,"THUMP,UPF0020",,0.0,,,53
H6G84_RS08670,0.1015472048797055,WP_011242603.1,Synpcc7942_1262,,148082.0,149701.0,+,S,-,-,ko:K07137,-,-,-,-,ko00000,-,-,-,Pyr_redox_2,,0.0,,,53
H6G84_RS08885,0.0688853279370687,WP_011377923.1,Synpcc7942_1221,,191897.0,192274.0,+,T,-,-,ko:K02658,"ko02020,ko02025,map02020,map02025",M00507,-,-,"ko00000,ko00001,ko00002,ko02022,ko02035,ko02044",-,-,-,Response_reg,,0.0,,Others,53
H6G84_RS08895,0.0560197917721901,WP_011377922.1,Synpcc7942_1219,rplU,192697.0,193080.0,-,J,"GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0019843,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02888,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L21p,,0.0,,,53
H6G84_RS08975,0.0425607743232364,WP_190528567.1,Synpcc7942_1204,,201027.0,201269.0,+,D,-,-,-,-,-,-,-,-,-,-,-,PhdYeFM_antitox,,0.0,PhdYeFM_antitox,,53
H6G84_RS09490,0.0546870198345713,WP_011242754.1,Synpcc7942_1107,,309640.0,310440.0,+,S,-,-,-,-,-,-,-,-,-,-,-,"Pentapeptide,TPR_11",,0.0,,,53
H6G84_RS09525,0.0539200580885566,WP_011377863.1,Synpcc7942_1100,dnaA,316178.0,317626.0,+,L,"GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003688,GO:0003690,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006270,GO:0006275,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010556,GO:0016020,GO:0017076,GO:0019219,GO:0019222,GO:0030554,GO:0031323,GO:0031326,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051052,GO:0051171,GO:0060255,GO:0065007,GO:0071704,GO:0071944,GO:0080090,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363,GO:1901576,GO:1990837,GO:2000112",-,ko:K02313,"ko02020,ko04112,map02020,map04112",-,-,-,"ko00000,ko00001,ko03032,ko03036",-,-,-,"Bac_DnaA,Bac_DnaA_C,DnaA_N","DNAbinding protein, DnaA family contains 1 Bac_DnaA,1 Bac_DnaA_C",0.0,Bac_DnaA_C,,53
H6G84_RS09565,-0.056780552906577,WP_162010010.1,,,324815.0,324955.0,+,S,,,,,,,,,,,,,,,,,53
H6G84_RS09625,0.0512976643784436,WP_011377856.1,Synpcc7942_1080,,341605.0,342948.0,-,P,-,-,ko:K03498,-,-,-,-,"ko00000,ko02000","2.A.38.1,2.A.38.4",-,-,TrkH,,0.0,,,53
H6G84_RS09745,0.0489423490853493,WP_011242804.1,Synpcc7942_1056,,367241.0,368023.0,-,S,-,-,-,-,-,-,-,-,-,-,-,"DUF4115,HTH_25","Transcription factor, Xre family contains 1 HTH_XRE",0.0,HTH_25,,53
H6G84_RS09755,0.0646581675389919,WP_011242806.1,Synpcc7942_1054,,368680.0,369501.0,-,C,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0009579,GO:0016020,GO:0016829,GO:0030076,GO:0030089,GO:0032991,GO:0034357,GO:0042651,GO:0044424,GO:0044425,GO:0044436,GO:0044464,GO:0098796","4.4.1.31,4.4.1.32","ko:K02288,ko:K02631","ko00196,ko01100,map00196,map01100",-,-,-,"ko00000,ko00001,ko00194,ko01000",-,-,-,"HEAT_2,HEAT_PBS",,0.0,,,53
H6G84_RS09860,0.0875361051424515,WP_011242826.1,Synpcc7942_1033,,385781.0,386737.0,-,S,-,-,-,-,-,-,-,-,-,-,-,Alpha-E,,0.0,,,53
H6G84_RS09865,0.056052977415242,WP_199290659.1,Synpcc7942_1032,,386757.0,388175.0,-,S,-,-,-,-,-,-,-,-,-,-,-,CP_ATPgrasp_2,,0.0,,,53
H6G84_RS10035,0.0706366849842145,WP_011242859.1,Synpcc7942_0997,rpmF,429297.0,429473.0,+,J,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02911,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011,ko03029",-,-,-,Ribosomal_L32p,,0.0,,,53
H6G84_RS10040,0.047186989094263,WP_231621322.1,Synpcc7942_0996,,429489.0,430562.0,-,S,-,2.7.1.31,ko:K15918,"ko00260,ko00561,ko00630,ko01100,ko01110,ko01130,ko01200,map00260,map00561,map00630,map01100,map01110,map01130,map01200",M00532,R01514,"RC00002,RC00017","ko00000,ko00001,ko00002,ko01000",-,-,-,-,,0.0,,,53
H6G84_RS10230,0.0868532736682452,WP_011242895.1,Synpcc7942_0959,obgE,467168.0,468199.0,+,S,"GO:0000166,GO:0000287,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005524,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008144,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0030554,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032561,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0044424,GO:0044464,GO:0046872,GO:0097159,GO:0097367,GO:1901265,GO:1901363",-,ko:K03979,-,-,-,-,"ko00000,ko01000,ko03009",-,-,-,"GTP1_OBG,MMR_HSR1",,0.0,,,53
H6G84_RS10235,0.0440441908385477,WP_011242896.1,Synpcc7942_0958,purN,468374.0,469003.0,+,F,-,2.1.2.2,ko:K11175,"ko00230,ko00670,ko01100,ko01110,ko01130,map00230,map00670,map01100,map01110,map01130",M00048,"R04325,R04326","RC00026,RC00197,RC01128","ko00000,ko00001,ko00002,ko01000",-,-,iJN678.purN,Formyl_trans_N,,0.0,,,53
H6G84_RS10310,0.052572161018009,WP_199290664.1,Synpcc7942_0943,,483224.0,484474.0,-,E,"GO:0003674,GO:0003824,GO:0003992,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008483,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016740,GO:0016769,GO:0019752,GO:0019842,GO:0030170,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0048037,GO:0050662,GO:0070279,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607","2.6.1.11,2.6.1.17",ko:K00821,"ko00220,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00220,map00300,map01100,map01110,map01120,map01130,map01210,map01230","M00016,M00028,M00845","R02283,R04475","RC00006,RC00062","ko00000,ko00001,ko00002,ko01000,ko01007",-,-,-,Aminotran_3,,0.0,,,53
H6G84_RS10390,0.0544178025077245,WP_011377791.1,Synpcc7942_0927,,499983.0,500708.0,-,F,"GO:0000166,GO:0003674,GO:0003824,GO:0004639,GO:0005488,GO:0005524,GO:0006139,GO:0006163,GO:0006164,GO:0006188,GO:0006189,GO:0006725,GO:0006753,GO:0006766,GO:0006767,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009235,GO:0009236,GO:0009259,GO:0009260,GO:0009987,GO:0016874,GO:0016879,GO:0016881,GO:0017076,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0033013,GO:0033014,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0042364,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046040,GO:0046390,GO:0046483,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576",6.3.2.6,ko:K01923,"ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130",M00048,R04591,"RC00064,RC00162","ko00000,ko00001,ko00002,ko01000",-,-,-,SAICAR_synt,,0.0,,,53
H6G84_RS11010,-0.0436878613757244,WP_199290729.1,Synpcc7942_1474,,90105.0,90446.0,-,P,-,-,ko:K05567,-,-,-,-,"ko00000,ko02000","2.A.63.1,2.A.63.2",-,-,Oxidored_q2,,0.0,,,53
H6G84_RS11070,-0.0646106384865784,WP_011244782.1,Synpcc7942_1486,yidD,101691.0,101939.0,-,S,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,ko:K08998,-,-,-,-,ko00000,-,-,-,Haemolytic,,0.0,,,53
H6G84_RS11075,0.0580988792687392,WP_011244783.1,Synpcc7942_1487,rpsD,102013.0,102621.0,+,J,"GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006417,GO:0006450,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010608,GO:0010628,GO:0015935,GO:0019222,GO:0019538,GO:0019843,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032268,GO:0032270,GO:0032991,GO:0034248,GO:0034250,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0045727,GO:0045903,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0060255,GO:0065007,GO:0065008,GO:0071704,GO:0080090,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904,GO:2000112",-,ko:K02986,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,"Ribosomal_S4,S4",,0.0,,,53
H6G84_RS11260,0.0483313366907175,WP_011378064.1,Synpcc7942_1522,rpoB,138756.0,142058.0,+,K,"GO:0000428,GO:0001882,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0003899,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0030880,GO:0032549,GO:0032774,GO:0032991,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0036094,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0061695,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0097659,GO:0097747,GO:0140098,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902494,GO:1990234",2.7.7.6,ko:K03043,"ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020",M00183,"R00435,R00441,R00442,R00443",RC02795,"br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400",-,-,-,"RNA_pol_Rpb2_1,RNA_pol_Rpb2_2,RNA_pol_Rpb2_3,RNA_pol_Rpb2_45,RNA_pol_Rpb2_6,RNA_pol_Rpb2_7",,,,,53
H6G84_RS11395,0.0784467612103421,WP_039755692.1,Synpcc7942_1552,ilvC,174400.0,175392.0,-,H,"GO:0000166,GO:0003674,GO:0003824,GO:0004455,GO:0005488,GO:0006082,GO:0006520,GO:0006549,GO:0006573,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009097,GO:0009099,GO:0009987,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0019752,GO:0036094,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046872,GO:0048037,GO:0050661,GO:0050662,GO:0055114,GO:0071704,GO:0097159,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",1.1.1.86,ko:K00053,"ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00770,map01100,map01110,map01130,map01210,map01230","M00019,M00570","R03051,R04439,R04440,R05068,R05069,R05071","RC00726,RC00836,RC00837,RC01726","ko00000,ko00001,ko00002,ko01000",-,-,-,"IlvC,IlvN",,0.0,,,53
H6G84_RS11405,0.0598989983612364,WP_011242325.1,Synpcc7942_1554,clpP,176287.0,176880.0,-,O,"GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0016787,GO:0017171,GO:0019538,GO:0043170,GO:0044238,GO:0044424,GO:0044464,GO:0070011,GO:0071704,GO:0140096,GO:1901564",3.4.21.92,ko:K01358,"ko04112,ko04212,map04112,map04212",-,-,-,"ko00000,ko00001,ko01000,ko01002",-,-,-,CLP_protease,,0.0,,,53
H6G84_RS11605,0.0544719553114825,WP_173282507.1,,,216123.0,216260.0,-,S,,,,,,,,,,,,,,,,,53
H6G84_RS11705,-0.0482396798333562,WP_011378108.1,Synpcc7942_1605,,235657.0,236235.0,-,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,53
H6G84_RS11715,-0.0494759600873869,WP_011378110.1,Synpcc7942_1607,,237150.0,238706.0,-,M,"GO:0003674,GO:0005215,GO:0005575,GO:0006810,GO:0008150,GO:0008643,GO:0015267,GO:0015288,GO:0016020,GO:0016021,GO:0022803,GO:0022829,GO:0022857,GO:0031224,GO:0044425,GO:0051179,GO:0051234,GO:0055085,GO:0071702",-,-,-,-,-,-,-,-,-,-,"OprB,SLH",,0.0,,,53
H6G84_RS11750,0.0434073706217757,WP_011242384.1,Synpcc7942_1614,rpmH,247692.0,247829.0,+,J,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02914,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L34,,0.0,,,53
H6G84_RS11755,0.0523050989258122,WP_011242385.1,Synpcc7942_1615,rnpA,247835.0,248203.0,+,J,"GO:0000049,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004526,GO:0004540,GO:0004549,GO:0005488,GO:0006139,GO:0006396,GO:0006399,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0097159,GO:0140098,GO:0140101,GO:1901360,GO:1901363",3.1.26.5,ko:K03536,-,-,-,-,"ko00000,ko01000,ko03016",-,-,-,Ribonuclease_P,,0.0,,,53
H6G84_RS11830,-0.0575255373021067,WP_011242402.1,Synpcc7942_1630,,263960.0,264295.0,+,C,"GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0006091,GO:0008150,GO:0008152,GO:0009055,GO:0009579,GO:0009987,GO:0015979,GO:0016491,GO:0020037,GO:0022900,GO:0031977,GO:0043167,GO:0043169,GO:0044237,GO:0044424,GO:0044436,GO:0044464,GO:0046872,GO:0046906,GO:0046914,GO:0048037,GO:0055114,GO:0097159,GO:1901363",-,ko:K08906,"ko00195,map00195",-,-,-,"ko00000,ko00001,ko00194",-,-,-,Cytochrome_CBB3,,0.0,,,53
H6G84_RS11905,0.0494884843254851,WP_011242966.1,Synpcc7942_0886,rpsG,10266.0,10736.0,+,J,"GO:0000028,GO:0000049,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02992,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S7,,0.0,,,53
H6G84_RS11965,0.0460332002590353,WP_011242977.1,Synpcc7942_0875,,25892.0,26395.0,+,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,53
H6G84_RS12080,0.0706857569927282,WP_011242999.1,Synpcc7942_0853,,53743.0,54978.0,-,H,"GO:0003674,GO:0003824,GO:0005488,GO:0006082,GO:0006520,GO:0006553,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008483,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0010285,GO:0016053,GO:0016740,GO:0016769,GO:0019752,GO:0019842,GO:0030170,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046451,GO:0048037,GO:0050662,GO:0070279,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",2.6.1.83,ko:K10206,"ko00300,ko01100,ko01110,ko01130,ko01230,map00300,map01100,map01110,map01130,map01230",M00527,R07613,"RC00006,RC01847","ko00000,ko00001,ko00002,ko01000,ko01007",-,-,-,Aminotran_1_2,,0.0,,,53
H6G84_RS12085,0.0770246282031679,WP_011243000.1,,,54965.0,55441.0,-,L,-,-,ko:K07492,-,-,-,-,ko00000,-,-,-,"DDE_Tnp_1,DDE_Tnp_1_2,DUF4096",,,,,53
H6G84_RS12090,0.0999370411735715,WP_011377763.1,Synpcc7942_0851,purM,55590.0,56615.0,-,F,"GO:0000166,GO:0003674,GO:0003824,GO:0004641,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006163,GO:0006164,GO:0006188,GO:0006189,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009259,GO:0009260,GO:0009987,GO:0016874,GO:0016879,GO:0016882,GO:0017076,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046040,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576",6.3.3.1,ko:K01933,"ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130",M00048,R04208,RC01100,"ko00000,ko00001,ko00002,ko01000",-,-,-,"AIRS,AIRS_C",,0.0,,,53
H6G84_RS12220,0.0857493169300143,WP_011243025.1,Synpcc7942_0826,,82220.0,83155.0,-,V,-,-,-,-,-,-,-,-,-,-,-,Beta-lactamase2,,0.0,,,53
